lic bed size,DAY_TOT,adj pat days,DIS_TOT,DSH hosp,FAC_NO,FAC_NAME
100-149,33138.0,57931.9020664878,2907.0,Non-DSH,106370705.0,FALLBROOK HOSPITAL DISTRICT
1-49,3708.0,8810.39559878931,1045.0,Non-DSH,106230949.0,FRANK R HOWARD MEMORIAL HOSPITAL
50-99,20965.0,45244.07325876451,2055.0,Non-DSH,106270777.0,GEORGE L. MEE MEMORIAL HOSPITAL
1-49,405.0,3532.334311020264,176.0,Non-DSH,106110889.0,GLENN MEDICAL CENTER
50-99,17654.0,34736.49001530429,4033.0,Non-DSH,106160725.0,HANFORD COMMUNITY HOSPITAL
150-199,46547.0,91340.95985429545,2818.0,Non-DSH,106350784.0,HAZEL HAWKINS MEMORIAL HOSPITAL
1-49,5946.0,16457.435231392166,733.0,Non-DSH,106490964.0,HEALDSBURG DISTRICT HOSPITAL
150-199,50671.0,74589.80614546152,3189.0,DSH,106362041.0,HI-DESERT MEDICAL CENTER
1-49,7805.0,14983.39022313131,169.0,Non-DSH,106320874.0,INDIAN VALLEY HOSPITAL
1-49,3226.0,10863.56747951172,107.0,DSH,106121031.0,JEROLD PHELPS COMMUNITY HOSPITAL
1-49,9760.0,40515.838721826236,335.0,DSH,106220733.0,JOHN C FREMONT HEALTHCARE DISTRICT
100-149,29404.0,48834.65516648826,1079.0,DSH,106150737.0,KERN VALLEY HEALTHCARE DISTRICT
1-49,8915.0,19219.682444593374,521.0,DSH,106100745.0,KINGSBURG MEDICAL HOSPITAL
150-199,46228.0,97796.10626437292,2746.0,DSH,106420491.0,LOMPOC HEALTHCARE DISTRICT
1-49,1747.0,4176.38821355822,660.0,Non-DSH,106260011.0,MAMMOTH HOSPITAL
1-49,6865.0,14786.75320354644,1779.0,Non-DSH,106050932.0,MARK TWAIN ST. JOSEPH'S HOSPITAL
100-149,26152.0,46808.12155256854,5969.0,Non-DSH,106090933.0,MARSHALL MEDICAL CENTER.
100-149,32127.0,65566.15290942938,682.0,DSH,106450936.0,MAYERS MEMORIAL HOSPITAL
1-49,8357.0,17177.1249053649,2085.0,Non-DSH,106240924.0,MEMORIAL HOSPITAL LOS BANOS
50-99,9526.0,21409.978751698935,1913.0,Non-DSH,106231013.0,MENDOCINO COAST DISTRICT HOSPITAL
50-99,20766.0,35650.74082641899,1672.0,Non-DSH,106470871.0,MERCY HOSPITAL OF MT. SHASTA
50-99,16606.0,21805.803279619344,120.0,DSH,106150830.0,MERCY WESTSIDE HOSPITAL
50-99,19005.0,40934.76422094369,251.0,DSH,106250956.0,MODOC MEDICAL CENTER
1-49,7802.0,21586.15640202349,557.0,DSH,106361266.0,MOUNTAINS COMMUNITY HOSPITAL
1-49,3280.0,8592.044075927464,1046.0,Non-DSH,106141273.0,NORTHERN INYO HOSPITAL
150-199,46694.0,94484.04864975867,2311.0,DSH,106500967.0,OAK VALLEY DISTRICT HOSPITAL
100-149,24065.0,47408.607314695415,1268.0,DSH,106560501.0,OJAI VALLEY COMMUNITY HOSPITAL
1-49,4291.0,8521.225884063922,1215.0,Non-DSH,106491338.0,PALM DRIVE HOSPITAL
50-99,4427.0,8665.30351876525,1399.0,Non-DSH,106331288.0,PALO VERDE HOSPITAL
50-99,20387.0,34093.98925955228,5908.0,DSH,106130760.0,PIONEERS MEMORIAL HOSPITAL
1-49,1642.0,5463.904262693127,626.0,Non-DSH,106320986.0,PLUMAS DISTRICT HOSPITAL
1-49,5873.0,13713.117525332078,1805.0,DSH,106171049.0,REDBUD COMMUNITY HOSPITAL
50-99,6590.0,12705.571854197127,1839.0,Non-DSH,106121051.0,REDWOOD MEMORIAL HOSPITAL
50-99,9718.0,18619.308955266355,2710.0,Non-DSH,106150782.0,RIDGECREST REGIONAL HOSPITAL
50-99,17188.0,23844.304170538657,3603.0,Non-DSH,106331326.0,SAN GORGONIO MEMORIAL HOSPITAL
1-49,863.0,4363.183002691784,298.0,Non-DSH,106420522.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL
50-99,7970.0,17999.95220770207,2729.0,DSH,106100793.0,SELMA COMMUNITY HOSPITAL
1-49,6740.0,19318.35521954545,392.0,Non-DSH,106321016.0,SENECA HEALTHCARE DISTRICT
100-149,39773.0,51224.46580376392,109.0,Non-DSH,106410828.0,SETON MEDICAL CENTER - COASTSIDE
1-49,4951.0,15636.918819147355,2379.0,DSH,106100797.0,SIERRA KINGS DISTRICT HOSPITAL
100-149,27278.0,51146.28334246765,7235.0,Non-DSH,106291023.0,SIERRA NEVADA MEMORIAL HOSPITAL
150-199,38277.0,85089.05052861013,4134.0,Non-DSH,106551034.0,SONORA REGIONAL MEDICAL CENTER
1-49,12019.0,22534.961918763685,163.0,Non-DSH,106141338.0,SOUTHERN INYO HOSPITAL
50-99,11415.0,21619.163142891044,4057.0,Non-DSH,106521041.0,ST. ELIZABETH COMMUNITY HOSPITAL
150-199,50573.0,66196.62929711843,11653.0,Non-DSH,106361343.0,ST. MARY MEDICAL CENTER
1-49,8143.0,11690.37572083773,64.0,Non-DSH,106250955.0,SURPRISE VALLEY COMMUNITY HOSPITAL
50-99,15458.0,28817.13436376231,2689.0,Non-DSH,106034002.0,SUTTER AMADOR HOSPITAL
50-99,12071.0,27249.917611903347,3209.0,Non-DSH,106084001.0,SUTTER COAST HOSPITAL
50-99,9506.0,19625.064263210843,2514.0,Non-DSH,106171395.0,SUTTER LAKESIDE HOSPITAL
50-99,18012.0,36701.36247937383,1916.0,Non-DSH,106291053.0,TAHOE FOREST HOSPITAL
1-49,7147.0,39344.36584700064,103.0,DSH,106150808.0,TEHACHAPI HOSPITAL
50-99,10531.0,21497.90334140818,429.0,DSH,106531059.0,TRINITY GENERAL HOSPITAL
50-99,23984.0,47165.361600038115,1766.0,DSH,106551061.0,TUOLUMNE GENERAL HOSPITAL
50-99,21638.0,31439.648763201643,5024.0,Non-DSH,106400548.0,TWIN CITIES COMMUNITY HOSPITAL
50-99,12001.0,22890.13838985242,3864.0,Non-DSH,106231396.0,UKIAH VALLEY MEDICAL CENTER - HOSPITAL DR
100-149,23134.0,36292.17506201643,6698.0,DSH,106361370.0,VICTOR VALLEY COMMUNITY HOSPITAL
50-99,7809.0,16367.258555706992,2849.0,Non-DSH,106361105.0,BARSTOW COMMUNITY HOSPITAL
100-149,26841.0,52878.40215747157,3003.0,Non-DSH,106090793.0,BARTON MEMORIAL HOSPITAL
1-49,8242.0,31156.146716955504,452.0,Non-DSH,106361110.0,BEAR VALLEY COMMUNITY HOSPITAL
1-49,10651.0,20561.32702404821,859.0,Non-DSH,106040802.0,BIGGS-GRIDLEY MEMORIAL HOSPITAL
1-49,2152.0,8775.992823199846,24.0,Non-DSH,106190045.0,CATALINA ISLAND MEDICAL CENTER
100-149,35129.0,53245.328655214,1113.0,DSH,106100697.0,COALINGA REGIONAL MEDICAL CENTER
1-49,1934.0,4157.373407656303,570.0,Non-DSH,106361458.0,COLORADO RIVER MEDICAL CENTER
1-49,4465.0,9969.81896100747,1138.0,DSH,106060870.0,COLUSA REGIONAL MEDICAL CENTER
1-49,3775.0,14135.096412625559,393.0,DSH,106160702.0,CORCORAN DISTRICT HOSPITAL
50-99,22693.0,57666.019875130136,504.0,Non-DSH,106320859.0,EASTERN PLUMAS HEALTH CARE
1-49,5097.0,13217.649456460884,1686.0,Non-DSH,106474007.0,FAIRCHILD MEDICAL CENTER
100-149,30626.0,50004.23540680318,2982.0,Non-DSH,106370705.0,FALLBROOK HOSPITAL DISTRICT
1-49,4996.0,9149.437953353912,1289.0,Non-DSH,106230949.0,FRANK R HOWARD MEMORIAL HOSPITAL
100-149,27674.0,54214.79366924149,2089.0,DSH,106270777.0,GEORGE L. MEE MEMORIAL HOSPITAL
1-49,1000.0,5883.201315591361,297.0,Non-DSH,106110889.0,GLENN MEDICAL CENTER
100-149,32488.0,75067.70162048619,8626.0,Non-DSH,106160725.0,HANFORD COMMUNITY HOSPITAL
150-199,46039.0,95080.37405254613,2499.0,DSH,106350784.0,HAZEL HAWKINS MEMORIAL HOSPITAL
1-49,8869.0,20404.968666572124,843.0,Non-DSH,106490964.0,HEALDSBURG DISTRICT HOSPITAL
150-199,52166.0,83646.11580406784,3806.0,DSH,106362041.0,HI-DESERT MEDICAL CENTER
1-49,3403.0,10729.258474562477,122.0,DSH,106121031.0,JEROLD PHELPS COMMUNITY HOSPITAL
1-49,10502.0,41023.78105687039,344.0,DSH,106220733.0,JOHN C FREMONT HEALTHCARE DISTRICT
100-149,25764.0,52918.689164691976,1099.0,DSH,106150737.0,KERN VALLEY HEALTHCARE DISTRICT
1-49,7673.0,12840.122031294719,515.0,Non-DSH,106100745.0,KINGSBURG MEDICAL HOSPITAL
150-199,46813.0,97691.51832131408,2517.0,DSH,106420491.0,LOMPOC VALLEY MEDICAL CENTER
1-49,2142.0,5161.342683151017,810.0,Non-DSH,106260011.0,MAMMOTH HOSPITAL
1-49,6536.0,14105.92136859849,1766.0,Non-DSH,106050932.0,MARK TWAIN ST. JOSEPH'S HOSPITAL
100-149,27951.0,53017.238498029285,6197.0,Non-DSH,106090933.0,MARSHALL MEDICAL CENTER
100-149,31934.0,72675.78251447076,754.0,DSH,106450936.0,MAYERS MEMORIAL HOSPITAL
1-49,6955.0,17728.70063773687,1942.0,DSH,106240924.0,MEMORIAL HOSPITAL LOS BANOS
1-49,5800.0,17149.20640930755,1191.0,Non-DSH,106231013.0,MENDOCINO COAST DISTRICT HOSPTIAL
50-99,16232.0,33340.48868317294,1373.0,DSH,106470871.0,MERCY HOSPITAL OF MT. SHASTA
50-99,15876.0,46308.19214118864,182.0,DSH,106250956.0,MODOC MEDICAL CENTER
1-49,8807.0,22107.805005069007,739.0,DSH,106361266.0,MOUNTAINS COMMUNITY HOSPITAL
1-49,3595.0,9137.85758914517,1085.0,Non-DSH,106141273.0,NORTHERN INYO HOSPITAL
150-199,45004.0,111513.11748008987,1955.0,DSH,106500967.0,OAK VALLEY DISTRICT HOSPITAL
100-149,23534.0,43862.20040561462,1200.0,DSH,106560501.0,OJAI VALLEY COMMUNITY HOSPITAL
50-99,9809.0,18777.524726563282,1241.0,Non-DSH,106491338.0,PALM DRIVE HOSPITAL
50-99,4790.0,10875.931011565122,1126.0,DSH,106331288.0,PALO VERDE HOSPITAL
100-149,19921.0,37581.12731407548,5196.0,DSH,106130760.0,PIONEERS MEMORIAL HOSPITAL
1-49,1556.0,6772.459672827225,533.0,Non-DSH,106320986.0,PLUMAS DISTRICT HOSPITAL
1-49,5796.0,12432.659674050929,1682.0,DSH,106121051.0,REDWOOD MEMORIAL HOSPITAL
50-99,9126.0,19611.397801742452,2598.0,Non-DSH,106150782.0,RIDGECREST REGIONAL HOSPITAL
50-99,18685.0,28951.674416892558,4537.0,Non-DSH,106331326.0,SAN GORGONIO MEMORIAL HOSPITAL
1-49,926.0,5197.5698885778165,295.0,Non-DSH,106420522.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL
1-49,6688.0,23283.911726277314,241.0,Non-DSH,106321016.0,SENECA HEALTHCARE DISTRICT
1-49,5836.0,14655.632408439196,2742.0,DSH,106100797.0,SIERRA KINGS DISTRICT HOSPITAL
100-149,24258.0,46507.75376603808,6610.0,Non-DSH,106291023.0,SIERRA NEVADA MEMORIAL HOSPITAL
1-49,12177.0,27523.289384835894,54.0,Non-DSH,106141338.0,SOUTHERN INYO HOSPITAL
50-99,10890.0,20794.143956394015,3770.0,Non-DSH,106521041.0,ST. ELIZABETH COMMUNITY HOSPITAL
1-49,5784.0,19267.803816843003,1574.0,DSH,106171049.0,ST. HELENA HOSPITAL - CLEARLAKE
150-199,52716.0,81451.08268535994,14610.0,DSH,106361343.0,ST. MARY MEDICAL CENTER - APPLE VALLEY
1-49,8798.0,13392.201044713893,61.0,Non-DSH,106250955.0,SURPRISE VALLEY COMMUNITY HOSPITAL
50-99,9237.0,17429.693224126677,2600.0,Non-DSH,106034002.0,SUTTER AMADOR HOSPITAL
50-99,9113.0,24546.98248664452,2474.0,Non-DSH,106084001.0,SUTTER COAST HOSPITAL
1-49,7284.0,17095.955697995723,2301.0,Non-DSH,106171395.0,SUTTER LAKESIDE HOSPITAL
50-99,20574.0,46505.51923426152,1973.0,Non-DSH,106291053.0,TAHOE FOREST HOSPITAL
1-49,7206.0,50212.09285616761,204.0,Non-DSH,106150808.0,TEHACHAPI HOSPITAL
50-99,9613.0,24843.0551090234,388.0,DSH,106531059.0,TRINITY HOSPITAL
100-149,23683.0,33877.33181948141,5367.0,Non-DSH,106400548.0,TWIN CITIES COMMUNITY HOSPITAL
50-99,11892.0,26652.416529544917,4073.0,DSH,106231396.0,UKIAH VALLEY MEDICAL CENTER - HOSPITAL DRIVE
100-149,22408.0,34349.54434791147,6508.0,DSH,106361370.0,VICTOR VALLEY COMMUNITY HOSPITAL
1-49,4029.0,12326.10902259445,1290.0,DSH,106184008.0,BANNER LASSEN MEDICAL CENTER
50-99,7566.0,15973.896211747557,2454.0,Non-DSH,106361105.0,BARSTOW COMMUNITY HOSPITAL
100-149,25240.0,58939.11228480911,2370.0,Non-DSH,106090793.0,BARTON MEMORIAL HOSPITAL
1-49,8516.0,35165.006791298445,449.0,Non-DSH,106361110.0,BEAR VALLEY COMMUNITY HOSPITAL
1-49,11358.0,21985.01704044444,829.0,Non-DSH,106040802.0,BIGGS-GRIDLEY MEMORIAL HOSPITAL
1-49,2379.0,9717.60541119317,35.0,Non-DSH,106190045.0,CATALINA ISLAND MEDICAL CENTER
100-149,33521.0,56018.1033638851,1285.0,DSH,106100697.0,COALINGA REGIONAL MEDICAL CENTER
1-49,813.0,2653.554287926444,277.0,Non-DSH,106361458.0,COLORADO RIVER MEDICAL CENTER
1-49,4505.0,10148.183114539357,1172.0,DSH,106060870.0,COLUSA REGIONAL MEDICAL CENTER
1-49,1188.0,6811.6961021660845,372.0,DSH,106160702.0,CORCORAN DISTRICT HOSPITAL
50-99,21507.0,52331.35448730442,726.0,DSH,106320859.0,EASTERN PLUMAS HEALTH CARE
1-49,5107.0,12926.701440917072,1636.0,Non-DSH,106474007.0,FAIRCHILD MEDICAL CENTER
100-149,33629.0,59243.96069023743,3103.0,Non-DSH,106370705.0,FALLBROOK HOSPITAL DISTRICT
1-49,5533.0,9550.843920607098,1402.0,Non-DSH,106230949.0,FRANK R HOWARD MEMORIAL HOSPITAL
100-149,30770.0,66727.64821924487,1820.0,DSH,106270777.0,GEORGE L. MEE MEMORIAL HOSPITAL
1-49,1326.0,6755.568830014718,353.0,Non-DSH,106110889.0,GLENN MEDICAL CENTER
150-199,35171.0,80932.12315232518,9805.0,Non-DSH,106160725.0,HANFORD COMMUNITY HOSPITAL
150-199,45203.0,91686.83000789671,2777.0,DSH,106350784.0,HAZEL HAWKINS MEMORIAL HOSPITAL
1-49,9663.0,24307.30655901484,938.0,Non-DSH,106490964.0,HEALDSBURG DISTRICT HOSPITAL
150-199,50008.0,85511.44169828702,4044.0,DSH,106362041.0,HI-DESERT MEDICAL CENTER
1-49,3136.0,14992.62986569577,59.0,DSH,106121031.0,JEROLD PHELPS COMMUNITY HOSPITAL
1-49,10529.0,42818.83524011051,300.0,DSH,106220733.0,JOHN C FREMONT HEALTHCARE DISTRICT
100-149,26915.0,56304.65630235494,936.0,DSH,106150737.0,KERN VALLEY HEALTHCARE DISTRICT
1-49,5322.0,7062.541512098955,56.0,Non-DSH,106100745.0,KINGSBURG MEDICAL HOSPITAL
150-199,44026.0,89649.52421646059,2667.0,DSH,106420491.0,LOMPOC VALLEY MEDICAL CENTER
1-49,1445.0,4298.365102551272,656.0,Non-DSH,106260011.0,MAMMOTH HOSPITAL
1-49,5707.0,14040.626590081421,1560.0,Non-DSH,106050932.0,MARK TWAIN ST. JOSEPH'S HOSPITAL
100-149,27442.0,54652.227367509826,5542.0,Non-DSH,106090933.0,MARSHALL MEDICAL CENTER
100-149,29916.0,74672.5015592928,691.0,DSH,106450936.0,MAYERS MEMORIAL HOSPITAL
1-49,4971.0,17316.198334499186,1589.0,DSH,106240924.0,MEMORIAL HOSPITAL LOS BANOS
1-49,5898.0,17219.308279538192,1234.0,Non-DSH,106231013.0,MENDOCINO COAST DISTRICT HOSPTIAL
50-99,14275.0,31254.21273922903,1393.0,Non-DSH,106470871.0,MERCY HOSPITAL OF MT. SHASTA
50-99,16189.0,42244.60318513927,308.0,DSH,106250956.0,MODOC MEDICAL CENTER
1-49,8396.0,28315.408597473768,360.0,DSH,106361266.0,MOUNTAINS COMMUNITY HOSPITAL
1-49,3046.0,8939.277158068426,975.0,Non-DSH,106141273.0,NORTHERN INYO HOSPITAL
150-199,40456.0,115830.44485751624,1948.0,DSH,106500967.0,OAK VALLEY DISTRICT HOSPITAL
100-149,23744.0,44797.76071916634,1112.0,Non-DSH,106560501.0,OJAI VALLEY COMMUNITY HOSPITAL
1-49,4558.0,8803.813312560083,1280.0,Non-DSH,106491338.0,PALM DRIVE HOSPITAL
50-99,5685.0,12273.613295238954,1581.0,DSH,106331288.0,PALO VERDE HOSPITAL
100-149,21900.0,44435.99298377631,6310.0,DSH,106130760.0,PIONEERS MEMORIAL HOSPITAL
1-49,1269.0,5927.627722723713,458.0,Non-DSH,106320986.0,PLUMAS DISTRICT HOSPITAL
1-49,5892.0,12396.923526719402,1643.0,DSH,106121051.0,REDWOOD MEMORIAL HOSPITAL
50-99,11187.0,22322.258756354782,2872.0,Non-DSH,106150782.0,RIDGECREST REGIONAL HOSPITAL
50-99,13930.0,26104.98007689126,3305.0,Non-DSH,106331326.0,SAN GORGONIO MEMORIAL HOSPITAL
1-49,1022.0,4565.897206427778,318.0,Non-DSH,106420522.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL
1-49,5829.0,25912.203989124657,252.0,Non-DSH,106321016.0,SENECA HEALTHCARE DISTRICT
1-49,5200.0,14480.712183228059,2373.0,DSH,106100797.0,SIERRA KINGS DISTRICT HOSPITAL
100-149,22890.0,43569.39316738478,6000.0,Non-DSH,106291023.0,SIERRA NEVADA MEMORIAL HOSPITAL
50-99,12433.0,25154.60515463473,2003.0,Non-DSH,106491076.0,SONOMA VALLEY HOSPITAL
1-49,10600.0,27028.747088263106,92.0,Non-DSH,106141338.0,SOUTHERN INYO HOSPITAL
50-99,9456.0,21538.39173298675,3579.0,Non-DSH,106521041.0,ST. ELIZABETH COMMUNITY HOSPITAL
1-49,7088.0,21773.760159719073,1803.0,DSH,106171049.0,ST. HELENA HOSPITAL - CLEARLAKE
150-199,61358.0,94757.58629720232,16431.0,DSH,106361343.0,ST. MARY MEDICAL CENTER - APPLE VALLEY
1-49,8488.0,12730.860950440732,52.0,Non-DSH,106250955.0,SURPRISE VALLEY COMMUNITY HOSPITAL
50-99,7599.0,16594.55111601284,2231.0,Non-DSH,106034002.0,SUTTER AMADOR HOSPITAL
1-49,8001.0,23351.51959029195,2421.0,Non-DSH,106084001.0,SUTTER COAST HOSPITAL
1-49,7047.0,17469.79827757359,2061.0,Non-DSH,106171395.0,SUTTER LAKESIDE HOSPITAL
50-99,20026.0,46322.87171517094,1818.0,Non-DSH,106291053.0,TAHOE FOREST HOSPITAL
1-49,6806.0,44092.3537760406,225.0,Non-DSH,106150808.0,TEHACHAPI HOSPITAL
50-99,9354.0,21653.320331746807,502.0,DSH,106531059.0,TRINITY HOSPITAL
50-99,15087.0,15087.0,9.0,DSH,106551061.0,TUOLUMNE GENERAL MEDICAL FACILITY
100-149,24492.0,34033.80583915552,5912.0,Non-DSH,106400548.0,TWIN CITIES COMMUNITY HOSPITAL
50-99,11647.0,25522.541504612454,3983.0,DSH,106231396.0,UKIAH VALLEY MEDICAL CENTER - HOSPITAL DRIVE
100-149,21158.0,34399.39629422183,6760.0,DSH,106361370.0,VICTOR VALLEY COMMUNITY HOSPITAL
50-99,7840.0,15177.45773878695,2918.0,Non-DSH,106361105.0,BARSTOW COMMUNITY HOSPITAL
100-149,27562.0,52760.51805086218,3378.0,Non-DSH,106090793.0,BARTON MEMORIAL HOSPITAL
1-49,8049.0,29248.512477659307,435.0,Non-DSH,106361110.0,BEAR VALLEY COMMUNITY HOSPITAL
1-49,10207.0,19286.479126246693,904.0,Non-DSH,106040802.0,BIGGS-GRIDLEY MEMORIAL HOSPITAL
1-49,2313.0,8124.680581651376,29.0,Non-DSH,106190045.0,CATALINA ISLAND MEDICAL CENTER
100-149,35361.0,49854.38462843609,1146.0,DSH,106100697.0,COALINGA REGIONAL MEDICAL CENTER
1-49,1431.0,4182.585150470392,446.0,Non-DSH,106361458.0,COLORADO RIVER MEDICAL CENTER
1-49,4502.0,9860.558866424208,1125.0,Non-DSH,106060870.0,COLUSA REGIONAL MEDICAL CENTER
1-49,4346.0,15212.279088930949,409.0,DSH,106160702.0,CORCORAN DISTRICT HOSPITAL
1-49,8933.0,14350.175535438402,27.0,Non-DSH,106240853.0,DOS PALOS MEMORIAL HOSPITAL
50-99,22555.0,64083.98343483134,543.0,DSH,106320859.0,EASTERN PLUMAS HEALTH CARE
1-49,5371.0,13546.718996294161,1836.0,Non-DSH,106474007.0,FAIRCHILD MEDICAL CENTER
100-149,31055.0,52459.68773683908,2992.0,Non-DSH,106370705.0,FALLBROOK HOSPITAL DISTRICT
1-49,4784.0,9808.162576394006,1246.0,Non-DSH,106230949.0,FRANK R HOWARD MEMORIAL HOSPITAL
100-149,23259.0,47046.84421370598,2164.0,DSH,106270777.0,GEORGE L. MEE MEMORIAL HOSPITAL
1-49,937.0,6058.380869807986,350.0,Non-DSH,106110889.0,GLENN MEDICAL CENTER
100-149,27765.0,65718.98607603811,7231.0,Non-DSH,106160725.0,HANFORD COMMUNITY HOSPITAL
150-199,44174.0,91522.64782937233,2753.0,DSH,106350784.0,HAZEL HAWKINS MEMORIAL HOSPITAL
1-49,8232.0,20253.398417852484,691.0,Non-DSH,106490964.0,HEALDSBURG DISTRICT HOSPITAL
150-199,51559.0,82161.26102479285,3906.0,DSH,106362041.0,HI-DESERT MEDICAL CENTER
1-49,3626.0,10545.309189502019,117.0,DSH,106121031.0,JEROLD PHELPS COMMUNITY HOSPITAL
1-49,10181.0,45217.442343887706,319.0,DSH,106220733.0,JOHN C FREMONT HEALTHCARE DISTRICT
100-149,29585.0,55920.29403657516,1179.0,DSH,106150737.0,KERN VALLEY HEALTHCARE DISTRICT
1-49,8655.0,14367.148809754022,671.0,Non-DSH,106100745.0,KINGSBURG MEDICAL HOSPITAL
150-199,46548.0,100501.16786772001,2663.0,DSH,106420491.0,LOMPOC HEALTHCARE DISTRICT
1-49,1911.0,4733.065591393261,752.0,Non-DSH,106260011.0,MAMMOTH HOSPITAL
1-49,6539.0,13790.263546628754,1726.0,Non-DSH,106050932.0,MARK TWAIN ST. JOSEPH'S HOSPITAL
100-149,28942.0,50898.6757879519,6385.0,Non-DSH,106090933.0,MARSHALL MEDICAL CENTER.
100-149,32764.0,66469.24982794219,629.0,DSH,106450936.0,MAYERS MEMORIAL HOSPITAL
1-49,6936.0,16708.581248928993,1984.0,DSH,106240924.0,MEMORIAL HOSPITAL LOS BANOS
1-49,5984.0,16592.233703538826,1327.0,Non-DSH,106231013.0,MENDOCINO COAST DISTRICT HOSPITAL
50-99,16893.0,32619.082955907437,1724.0,DSH,106470871.0,MERCY HOSPITAL OF MT. SHASTA
50-99,15072.0,42135.46231595852,211.0,DSH,106250956.0,MODOC MEDICAL CENTER
1-49,8981.0,25070.215269982935,565.0,DSH,106361266.0,MOUNTAINS COMMUNITY HOSPITAL
1-49,3522.0,8483.275344118585,1141.0,Non-DSH,106141273.0,NORTHERN INYO HOSPITAL
150-199,46058.0,104872.86948099906,2165.0,DSH,106500967.0,OAK VALLEY DISTRICT HOSPITAL
100-149,23734.0,42305.92567497853,1342.0,DSH,106560501.0,OJAI VALLEY COMMUNITY HOSPITAL
50-99,9843.0,22703.804229658737,930.0,Non-DSH,106491338.0,PALM DRIVE HOSPITAL
50-99,6849.0,12245.67329694533,2021.0,Non-DSH,106331288.0,PALO VERDE HOSPITAL
100-149,18769.0,35530.34649039147,5139.0,DSH,106130760.0,PIONEERS MEMORIAL HOSPITAL
1-49,1636.0,6332.699876079089,597.0,Non-DSH,106320986.0,PLUMAS DISTRICT HOSPITAL
1-49,5753.0,18843.560660159575,1667.0,DSH,106171049.0,REDBUD COMMUNITY HOSPITAL
1-49,5763.0,12578.124678628825,1593.0,Non-DSH,106121051.0,REDWOOD MEMORIAL HOSPITAL
50-99,9276.0,19311.60087245087,2525.0,Non-DSH,106150782.0,RIDGECREST REGIONAL HOSPITAL
50-99,18271.0,26228.535017895934,3714.0,Non-DSH,106331326.0,SAN GORGONIO MEMORIAL HOSPITAL
1-49,1016.0,4701.367691750808,311.0,Non-DSH,106420522.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL
1-49,6183.0,20925.221283625295,272.0,Non-DSH,106321016.0,SENECA HEALTHCARE DISTRICT
1-49,5437.0,15282.610866254503,2732.0,DSH,106100797.0,SIERRA KINGS DISTRICT HOSPITAL
100-149,24587.0,46010.09024929285,6653.0,Non-DSH,106291023.0,SIERRA NEVADA MEMORIAL HOSPITAL
1-49,12166.0,25362.529001483974,89.0,Non-DSH,106141338.0,SOUTHERN INYO HOSPITAL
50-99,10780.0,19774.757777273375,3659.0,Non-DSH,106521041.0,ST. ELIZABETH COMMUNITY HOSPITAL
300-499,48537.0,73849.97308682292,13248.0,DSH,106361343.0,ST. MARY MEDICAL CENTER - APPLE VALLEY
1-49,8445.0,13280.024659449173,75.0,DSH,106250955.0,SURPRISE VALLEY COMMUNITY HOSPITAL
50-99,9414.0,18157.465107856962,2601.0,Non-DSH,106034002.0,SUTTER AMADOR HOSPITAL
50-99,8824.0,25012.89979753505,2424.0,Non-DSH,106084001.0,SUTTER COAST HOSPITAL
50-99,9958.0,20079.12443446613,2595.0,Non-DSH,106171395.0,SUTTER LAKESIDE HOSPITAL
50-99,18990.0,39867.32171941952,2107.0,Non-DSH,106291053.0,TAHOE FOREST HOSPITAL
1-49,7015.0,60001.98235871644,113.0,Non-DSH,106150808.0,TEHACHAPI HOSPITAL
50-99,9740.0,25827.967326257753,471.0,DSH,106531059.0,TRINITY HOSPITAL
50-99,23368.0,42878.98854728877,1811.0,DSH,106551061.0,TUOLUMNE GENERAL HOSPITAL
100-149,21743.0,31173.00903340352,5105.0,Non-DSH,106400548.0,TWIN CITIES COMMUNITY HOSPITAL
50-99,11971.0,25709.997164587065,3896.0,DSH,106231396.0,UKIAH VALLEY MEDICAL CENTER-HOSPITAL DR
100-149,22010.0,35106.800184761596,6415.0,DSH,106361370.0,VICTOR VALLEY COMMUNITY HOSPITAL
1-49,4137.0,12228.985151173387,1352.0,DSH,106184008.0,BANNER LASSEN MEDICAL CENTER
50-99,7453.0,16087.416792122944,2446.0,Non-DSH,106361105.0,BARSTOW COMMUNITY HOSPITAL
100-149,24486.0,60258.73209248638,2299.0,Non-DSH,106090793.0,BARTON MEMORIAL HOSPITAL
1-49,8420.0,39754.46183628318,371.0,Non-DSH,106361110.0,BEAR VALLEY COMMUNITY HOSPITAL
1-49,11245.0,22106.467196379548,857.0,DSH,106040802.0,BIGGS-GRIDLEY MEMORIAL HOSPITAL
1-49,2442.0,9500.357875960415,24.0,Non-DSH,106190045.0,CATALINA ISLAND MEDICAL CENTER
100-149,31244.0,55918.84752957479,966.0,DSH,106100697.0,COALINGA REGIONAL MEDICAL CENTER
1-49,1215.0,5035.531559876544,382.0,Non-DSH,106361458.0,COLORADO RIVER MEDICAL CENTER
1-49,4448.0,10200.12148862482,1139.0,Non-DSH,106060870.0,COLUSA REGIONAL MEDICAL CENTER
1-49,1586.0,8539.792804488477,489.0,DSH,106160702.0,CORCORAN DISTRICT HOSPITAL
50-99,21101.0,61708.99033954141,564.0,DSH,106320859.0,EASTERN PLUMAS HEALTH CARE
